4.0271,0.225,0
3.9749,0.16898,0
4.0023,0.19256,0
3.992,0.17851,0
4.0135,0.19621,0
3.9994,0.17824,0
3.9958,0.17085,0
4.0211,0.19241,0
4.0093,0.17679,0
4.0202,0.18392,0
4.0322,0.19208,0
4.0288,0.1849,0
4.0273,0.17958,0
4.0409,0.1894,0
4.0552,0.1999,0
4.0517,0.19261,0
4.0419,0.179,0
4.0722,0.20542,0
4.0642,0.19362,0
4.0522,0.17788,0
4.0595,0.1814,0
4.0755,0.19359,0
4.0655,0.1798,0
4.0716,0.18202,0
4.0787,0.18532,0
4.1023,0.20511,0
4.1005,0.19955,0
4.1012,0.19642,0
4.1153,0.20673,0
4.1028,0.19043,0
4.11,0.19384,0
4.1153,0.19532,0
4.1257,0.20191,0
4.1256,0.19807,0
4.1127,0.18134,0
4.1324,0.19723,0
4.133,0.19398,0
4.1439,0.20116,0
4.1371,0.19048,0
4.1546,0.20418,0
4.1649,0.21076,0
4.1677,0.20968,0
4.1625,0.20071,0
4.1666,0.20099,0
4.1563,0.18693,0
4.1611,0.18787,0
4.18,0.20298,0
4.1869,0.20607,0
4.1973,0.21272,0
4.1835,0.19508,0
4.2025,0.21026,0
4.2016,0.20563,0
4.1895,0.18966,0
4.2011,0.19747,0
4.2123,0.20484,0
4.2162,0.20499,0
4.2219,0.20684,0
4.2408,0.22202,0
4.2259,0.2033,0
4.2344,0.20794,0
4.2407,0.21051,0
4.2458,0.21173,0
4.249,0.21114,0
4.2393,0.19766,0
4.2603,0.21484,0
4.2562,0.20694,0
4.2723,0.21923,0
4.267,0.21017,0
4.2547,0.19407,0
4.2581,0.19368,0
4.2796,0.21136,0
4.2732,0.20113,0
4.2898,0.21397,0
4.3057,0.22605,0
4.2793,0.19581,0
4.3052,0.21793,0
4.301,0.20993,0
4.3093,0.21448,0
4.3047,0.20605,0
4.319,0.21652,0
4.3297,0.22345,0
4.3353,0.22518,0
4.3162,0.20233,0
4.3447,0.22704,0
4.3224,0.20091,0
4.3296,0.20429,0
4.3444,0.21537,0
4.3566,0.22373,0
4.3641,0.22744,0
4.3533,0.21282,0
4.36,0.21573,0
4.3731,0.22496,0
4.3748,0.22289,0
4.3961,0.2404,0
4.3814,0.22185,0
4.3824,0.21909,0
4.406,0.23887,0
4.3914,0.22045,0
4.3866,0.21189,0
4.4014,0.22294,0
4.3956,0.21332,0
4.4138,0.22769,0
4.4098,0.21987,0
4.428,0.23424,0
4.4378,0.24029,0
4.4126,0.21129,0
4.4202,0.21505,0
4.4479,0.23901,0
4.4557,0.243,0
